0.000	0.000
0.006	0.904
0.008	0.972
0.010	0.984
0.012	0.988
0.014	0.990
0.016	0.990
0.020	0.990
0.022	0.990
0.024	0.994
0.026	1.000
0.028	1.000
0.032	1.000
0.036	1.000
0.040	1.000
0.044	1.000
0.048	1.000
0.050	1.000
0.068	1.000
0.078	1.000
1.000	1.000
